Timestamp,Machine_ID,Machine_Name,Health_Score,Risk_Level,Severity,Observed_Data,Model_Inference,Engineering_Hypothesis,Recommended_Action
2026-01-12 14:15:00,HVAC_01,Humidification & Climate Plant,45,HIGH,CRITICAL,"Power: 50.8 kW (Baseline: 48.0 kW, +6%); Temp: 73.4°C (Baseline: 45.0°C, +28.4°C); Vib: 1.62 mm/s (Baseline: 1.60 mm/s, ISO: ZONE_A_GOOD); Speed: 982 RPM; Prod: 1171.4 units; Voltage: 411.5 V",Isolation Forest Anomaly Score: 86.8/100 | Assigned Severity: CRITICAL | Status: RUNNING_OPTIMAL,"Thermal buildup due to choked condenser fins, blower airflow restriction, or high ambient humidity heat load.",Clean condenser coil matrix with low-pressure wash. Inspect air filter differential pressure manometer.
2026-01-12 14:30:00,HVAC_01,Humidification & Climate Plant,65,HIGH,HIGH,"Power: 48.4 kW (Baseline: 48.0 kW, +1%); Temp: 73.5°C (Baseline: 45.0°C, +28.5°C); Vib: 1.69 mm/s (Baseline: 1.60 mm/s, ISO: ZONE_A_GOOD); Speed: 979 RPM; Prod: 1090.6 units; Voltage: 411.9 V",Isolation Forest Anomaly Score: 76.9/100 | Assigned Severity: HIGH | Status: RUNNING_OPTIMAL,"Thermal buildup due to choked condenser fins, blower airflow restriction, or high ambient humidity heat load.",Clean condenser coil matrix with low-pressure wash. Inspect air filter differential pressure manometer.
2026-01-12 14:45:00,HVAC_01,Humidification & Climate Plant,45,HIGH,CRITICAL,"Power: 53.0 kW (Baseline: 48.0 kW, +10%); Temp: 74.6°C (Baseline: 45.0°C, +29.6°C); Vib: 1.77 mm/s (Baseline: 1.60 mm/s, ISO: ZONE_A_GOOD); Speed: 993 RPM; Prod: 1184.3 units; Voltage: 409.4 V",Isolation Forest Anomaly Score: 96.6/100 | Assigned Severity: CRITICAL | Status: RUNNING_OPTIMAL,"Thermal buildup due to choked condenser fins, blower airflow restriction, or high ambient humidity heat load.",Clean condenser coil matrix with low-pressure wash. Inspect air filter differential pressure manometer.
2026-01-12 15:00:00,HVAC_01,Humidification & Climate Plant,45,HIGH,CRITICAL,"Power: 54.4 kW (Baseline: 48.0 kW, +13%); Temp: 75.2°C (Baseline: 45.0°C, +30.2°C); Vib: 1.71 mm/s (Baseline: 1.60 mm/s, ISO: ZONE_A_GOOD); Speed: 980 RPM; Prod: 1177.4 units; Voltage: 409.6 V",Isolation Forest Anomaly Score: 90.5/100 | Assigned Severity: CRITICAL | Status: RUNNING_OPTIMAL,"Thermal buildup due to choked condenser fins, blower airflow restriction, or high ambient humidity heat load.",Clean condenser coil matrix with low-pressure wash. Inspect air filter differential pressure manometer.
2026-01-12 15:15:00,HVAC_01,Humidification & Climate Plant,45,HIGH,CRITICAL,"Power: 52.5 kW (Baseline: 48.0 kW, +9%); Temp: 73.1°C (Baseline: 45.0°C, +28.1°C); Vib: 1.81 mm/s (Baseline: 1.60 mm/s, ISO: ZONE_A_GOOD); Speed: 979 RPM; Prod: 1141.9 units; Voltage: 409.6 V",Isolation Forest Anomaly Score: 88.8/100 | Assigned Severity: CRITICAL | Status: RUNNING_OPTIMAL,"Thermal buildup due to choked condenser fins, blower airflow restriction, or high ambient humidity heat load.",Clean condenser coil matrix with low-pressure wash. Inspect air filter differential pressure manometer.
2026-01-12 15:30:00,HVAC_01,Humidification & Climate Plant,55,HIGH,HIGH,"Power: 49.9 kW (Baseline: 48.0 kW, +4%); Temp: 74.0°C (Baseline: 45.0°C, +29.0°C); Vib: 1.84 mm/s (Baseline: 1.60 mm/s, ISO: ZONE_A_GOOD); Speed: 983 RPM; Prod: 1143.4 units; Voltage: 409.2 V",Isolation Forest Anomaly Score: 84.2/100 | Assigned Severity: HIGH | Status: RUNNING_OPTIMAL,"Thermal buildup due to choked condenser fins, blower airflow restriction, or high ambient humidity heat load.",Clean condenser coil matrix with low-pressure wash. Inspect air filter differential pressure manometer.
2026-01-12 15:45:00,HVAC_01,Humidification & Climate Plant,55,HIGH,HIGH,"Power: 51.1 kW (Baseline: 48.0 kW, +7%); Temp: 72.7°C (Baseline: 45.0°C, +27.7°C); Vib: 1.74 mm/s (Baseline: 1.60 mm/s, ISO: ZONE_A_GOOD); Speed: 989 RPM; Prod: 1128.6 units; Voltage: 410.8 V",Isolation Forest Anomaly Score: 82.4/100 | Assigned Severity: HIGH | Status: RUNNING_OPTIMAL,"Thermal buildup due to choked condenser fins, blower airflow restriction, or high ambient humidity heat load.",Clean condenser coil matrix with low-pressure wash. Inspect air filter differential pressure manometer.
2026-01-12 16:00:00,HVAC_01,Humidification & Climate Plant,45,HIGH,CRITICAL,"Power: 52.4 kW (Baseline: 48.0 kW, +9%); Temp: 73.1°C (Baseline: 45.0°C, +28.1°C); Vib: 1.71 mm/s (Baseline: 1.60 mm/s, ISO: ZONE_A_GOOD); Speed: 985 RPM; Prod: 1149.6 units; Voltage: 407.6 V",Isolation Forest Anomaly Score: 85.5/100 | Assigned Severity: CRITICAL | Status: RUNNING_OPTIMAL,"Thermal buildup due to choked condenser fins, blower airflow restriction, or high ambient humidity heat load.",Clean condenser coil matrix with low-pressure wash. Inspect air filter differential pressure manometer.
2026-01-12 16:15:00,HVAC_01,Humidification & Climate Plant,65,HIGH,HIGH,"Power: 49.9 kW (Baseline: 48.0 kW, +4%); Temp: 72.3°C (Baseline: 45.0°C, +27.3°C); Vib: 1.79 mm/s (Baseline: 1.60 mm/s, ISO: ZONE_A_GOOD); Speed: 985 RPM; Prod: 1093.0 units; Voltage: 406.7 V",Isolation Forest Anomaly Score: 79.2/100 | Assigned Severity: HIGH | Status: RUNNING_OPTIMAL,"Thermal buildup due to choked condenser fins, blower airflow restriction, or high ambient humidity heat load.",Clean condenser coil matrix with low-pressure wash. Inspect air filter differential pressure manometer.
2026-01-12 16:30:00,HVAC_01,Humidification & Climate Plant,45,HIGH,CRITICAL,"Power: 51.2 kW (Baseline: 48.0 kW, +7%); Temp: 72.1°C (Baseline: 45.0°C, +27.1°C); Vib: 1.65 mm/s (Baseline: 1.60 mm/s, ISO: ZONE_A_GOOD); Speed: 976 RPM; Prod: 1136.8 units; Voltage: 408.9 V",Isolation Forest Anomaly Score: 86.5/100 | Assigned Severity: CRITICAL | Status: RUNNING_OPTIMAL,"Thermal buildup due to choked condenser fins, blower airflow restriction, or high ambient humidity heat load.",Clean condenser coil matrix with low-pressure wash. Inspect air filter differential pressure manometer.
2026-01-12 16:45:00,HVAC_01,Humidification & Climate Plant,65,HIGH,HIGH,"Power: 48.5 kW (Baseline: 48.0 kW, +1%); Temp: 72.4°C (Baseline: 45.0°C, +27.4°C); Vib: 1.71 mm/s (Baseline: 1.60 mm/s, ISO: ZONE_A_GOOD); Speed: 977 RPM; Prod: 1117.4 units; Voltage: 407.2 V",Isolation Forest Anomaly Score: 75.7/100 | Assigned Severity: HIGH | Status: RUNNING_OPTIMAL,"Thermal buildup due to choked condenser fins, blower airflow restriction, or high ambient humidity heat load.",Clean condenser coil matrix with low-pressure wash. Inspect air filter differential pressure manometer.
2026-01-12 17:00:00,HVAC_01,Humidification & Climate Plant,65,HIGH,HIGH,"Power: 46.2 kW (Baseline: 48.0 kW, -4%); Temp: 71.0°C (Baseline: 45.0°C, +26.0°C); Vib: 1.69 mm/s (Baseline: 1.60 mm/s, ISO: ZONE_A_GOOD); Speed: 980 RPM; Prod: 1060.7 units; Voltage: 406.1 V",Isolation Forest Anomaly Score: 64.8/100 | Assigned Severity: HIGH | Status: RUNNING_OPTIMAL,"Thermal buildup due to choked condenser fins, blower airflow restriction, or high ambient humidity heat load.",Clean condenser coil matrix with low-pressure wash. Inspect air filter differential pressure manometer.
2026-01-12 17:15:00,HVAC_01,Humidification & Climate Plant,65,HIGH,HIGH,"Power: 47.5 kW (Baseline: 48.0 kW, -1%); Temp: 72.1°C (Baseline: 45.0°C, +27.1°C); Vib: 1.73 mm/s (Baseline: 1.60 mm/s, ISO: ZONE_A_GOOD); Speed: 987 RPM; Prod: 1067.5 units; Voltage: 410.8 V",Isolation Forest Anomaly Score: 75.0/100 | Assigned Severity: HIGH | Status: RUNNING_OPTIMAL,"Thermal buildup due to choked condenser fins, blower airflow restriction, or high ambient humidity heat load.",Clean condenser coil matrix with low-pressure wash. Inspect air filter differential pressure manometer.
2026-01-12 17:30:00,HVAC_01,Humidification & Climate Plant,65,HIGH,HIGH,"Power: 50.6 kW (Baseline: 48.0 kW, +5%); Temp: 71.6°C (Baseline: 45.0°C, +26.6°C); Vib: 1.77 mm/s (Baseline: 1.60 mm/s, ISO: ZONE_A_GOOD); Speed: 978 RPM; Prod: 1118.6 units; Voltage: 402.0 V",Isolation Forest Anomaly Score: 74.2/100 | Assigned Severity: HIGH | Status: RUNNING_OPTIMAL,"Thermal buildup due to choked condenser fins, blower airflow restriction, or high ambient humidity heat load.",Clean condenser coil matrix with low-pressure wash. Inspect air filter differential pressure manometer.
2026-01-12 17:45:00,HVAC_01,Humidification & Climate Plant,45,HIGH,CRITICAL,"Power: 52.3 kW (Baseline: 48.0 kW, +9%); Temp: 73.6°C (Baseline: 45.0°C, +28.6°C); Vib: 1.62 mm/s (Baseline: 1.60 mm/s, ISO: ZONE_A_GOOD); Speed: 977 RPM; Prod: 1183.1 units; Voltage: 412.6 V",Isolation Forest Anomaly Score: 91.1/100 | Assigned Severity: CRITICAL | Status: RUNNING_OPTIMAL,"Thermal buildup due to choked condenser fins, blower airflow restriction, or high ambient humidity heat load.",Clean condenser coil matrix with low-pressure wash. Inspect air filter differential pressure manometer.
2026-01-12 18:00:00,HVAC_01,Humidification & Climate Plant,65,HIGH,HIGH,"Power: 48.3 kW (Baseline: 48.0 kW, +1%); Temp: 70.7°C (Baseline: 45.0°C, +25.7°C); Vib: 1.80 mm/s (Baseline: 1.60 mm/s, ISO: ZONE_A_GOOD); Speed: 980 RPM; Prod: 1070.9 units; Voltage: 406.5 V",Isolation Forest Anomaly Score: 70.9/100 | Assigned Severity: HIGH | Status: RUNNING_OPTIMAL,"Thermal buildup due to choked condenser fins, blower airflow restriction, or high ambient humidity heat load.",Clean condenser coil matrix with low-pressure wash. Inspect air filter differential pressure manometer.
2026-01-13 03:15:00,HVAC_01,Humidification & Climate Plant,20,HIGH,CRITICAL,"Power: 46.1 kW (Baseline: 48.0 kW, -4%); Temp: 40.6°C (Baseline: 45.0°C, -4.4°C); Vib: 14.50 mm/s (Baseline: 1.60 mm/s, ISO: ZONE_D_UNACCEPTABLE); Speed: 977 RPM; Prod: 1263.5 units; Voltage: 422.5 V",Isolation Forest Anomaly Score: 76.9/100 | Assigned Severity: CRITICAL | Status: RUNNING_OPTIMAL,"Vibration exceeds ISO 10816 Class II threshold. Likely V-belt wear, rotor unbalance, or loose foundation anchor bolts.",Inspect belt tension and pulley alignment. Check foundation bolt torque using calibrated torque wrench.
2026-01-14 01:30:00,HVAC_01,Humidification & Climate Plant,45,HIGH,CRITICAL,"Power: 40.5 kW (Baseline: 48.0 kW, -16%); Temp: 115.0°C (Baseline: 45.0°C, +70.0°C); Vib: 1.75 mm/s (Baseline: 1.60 mm/s, ISO: ZONE_A_GOOD); Speed: 971 RPM; Prod: 1183.8 units; Voltage: 416.1 V",Isolation Forest Anomaly Score: 97.8/100 | Assigned Severity: CRITICAL | Status: RUNNING_OPTIMAL,"Thermal buildup due to choked condenser fins, blower airflow restriction, or high ambient humidity heat load.",Clean condenser coil matrix with low-pressure wash. Inspect air filter differential pressure manometer.
